property_id,property_name,property_types,listed_date,updated_date,bedrooms,bathrooms,land_area,floor_area,floor_level,completion_year,facing,price,address,commune,district,city,amenities
245526,Land for Sale in Snaor,Land/Development,4/9/2024,5/9/2024,,,1415.0,,,2022,,424500.0,"Snaor, Por Sen Chey, Phnom Penh",Snaor,Por Sen Chey,Phnom Penh,
245525,"4 Bed, 3 Bath Villa for Sale in Snaor",Villa,4/9/2024,5/9/2024,4.0,3.0,200.0,176.0,,2022,,60000.0,"Snaor, Por Sen Chey, Phnom Penh",Snaor,Por Sen Chey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245524,Land for Sale in Chbar Ampov II,Land/Development,4/9/2024,5/9/2024,,,2960.0,,,2022,,1628000.0,"Chbar Ampov II, Chbar Ampov, Phnom Penh",Chbar Ampov II,Chbar Ampov,Phnom Penh,Non-Flooding
245522,"4 Bed, 3 Bath Villa for Sale in Snaor",Villa,4/9/2024,4/9/2024,4.0,3.0,200.0,176.0,,2022,,63000.0,"Snaor, Por Sen Chey, Phnom Penh",Snaor,Por Sen Chey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245521,"4 Bed, 3 Bath Villa for Sale in Snaor",Villa,4/9/2024,4/9/2024,4.0,3.0,200.0,176.0,,2022,,75000.0,"Snaor, Por Sen Chey, Phnom Penh",Snaor,Por Sen Chey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245517,"5 Bed, 7 Bath Villa for Sale in Tuol Sangke",Villa,3/9/2024,25/09/2024,5.0,7.0,345.0,324.0,,2022,,510000.0,"Tuol Sangke, Russey Keo, Phnom Penh",Tuol Sangke,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245516,"1 Bed, 1 Bath Studio for Sale in Orkide The Royal Condominium",Studio,3/9/2024,25/09/2024,1.0,1.0,,30.0,7.0,2021,,80000.0,"Ou Baek K'am, Sen Sok, Phnom Penh",Ou Baek K'am,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Garden, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
245515,"2 Bed, 2 Bath Condo for Sale in Tuol Sangke",Condo,3/9/2024,25/09/2024,2.0,2.0,,52.0,12.0,2021,,130000.0,"Tuol Sangke, Russey Keo, Phnom Penh",Tuol Sangke,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
245510,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,3/9/2024,19/09/2024,4.0,5.0,116.0,189.0,,2021,W,500000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
245493,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,3/9/2024,8/9/2024,3.0,3.0,78.0,83.0,,2021,,67000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Non-Flooding"
245477,"2 Bed, 2 Bath Condo for Sale in J Tower 2 Condominium",Condo,2/9/2024,20/09/2024,2.0,2.0,,91.0,10.0,2022,N/E,220000.0,"BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Playground, Swimming Pool, Backup Electricity / Generator"
245476,"6 Bed, 8 Bath Shophouse for Sale in Tumnob Tuek",Shophouse,2/9/2024,20/09/2024,6.0,8.0,80.0,216.0,,2022,W,790000.0,"Tumnob Tuek, Chamkarmon, Phnom Penh",Tumnob Tuek,Chamkarmon,Phnom Penh,"Car Parking, Commercial area"
245475,"3 Bed, 3 Bath Condo for Sale in J Tower 2 Condominium",Condo,2/9/2024,20/09/2024,3.0,3.0,,153.0,39.0,2022,E/S,520000.0,"BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Playground, Swimming Pool, Backup Electricity / Generator"
245472,Land for Sale & Rent in Tuek L'ak 1,Land/Development,2/9/2024,20/09/2024,,,1200.0,,,2022,,4400000.0,"Tuek L'ak 1, Toul Kork, Phnom Penh",Tuek L'ak 1,Toul Kork,Phnom Penh,
245471,Land for Sale & Rent in Tuek L'ak 1,Land/Development,2/9/2024,20/09/2024,,,601.0,144.0,,2022,,2200000.0,"Tuek L'ak 1, Toul Kork, Phnom Penh",Tuek L'ak 1,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245433,"4 Bed, 3 Bath House for Sale in Tumnob Tuek",House,30/08/2024,16/09/2024,4.0,3.0,84.0,188.0,,2022,E,270000.0,"Tumnob Tuek, Chamkarmon, Phnom Penh",Tumnob Tuek,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
245421,"4 Bed, 4 Bath Shophouse for Sale in Phsar Kandal II",Shophouse,29/08/2024,17/09/2024,4.0,4.0,90.0,270.0,,2022,,560000.0,"Phsar Kandal II, Daun Penh, Phnom Penh",Phsar Kandal II,Daun Penh,Phnom Penh,"Commercial area, Non-Flooding"
245413,"7 Bed, 7 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Roseville",Twin Villa,29/08/2024,26/09/2024,7.0,7.0,202.0,270.0,,2022,N,450000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245412,"4 Bed, 5 Bath Link House for Sale in Preaek Aeng",Unit,29/08/2024,12/9/2024,4.0,5.0,86.0,151.0,,2022,S,98000.0,"Preaek Aeng, Chbar Ampov, Phnom Penh",Preaek Aeng,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245382,"2 Bed, 1 Bath Condo for Sale in Arakawa Residence",Condo,28/08/2024,18/09/2024,2.0,1.0,,47.0,6.0,2022,,48000.0,"Tuek Thla, Sen Sok, Phnom Penh",Tuek Thla,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding"
245374,"4 Bed, 5 Bath Shophouse for Sale & Rent in Nirouth",Shophouse,28/08/2024,12/9/2024,4.0,5.0,96.0,189.0,,2022,E,380000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245364,"1 Bed, 1 Bath Apartment for Sale in Phsar Kandal II",Apartment,28/08/2024,28/08/2024,1.0,1.0,,80.0,3.0,2022,,50000.0,"Phsar Kandal II, Daun Penh, Phnom Penh",Phsar Kandal II,Daun Penh,Phnom Penh,Commercial area
245338,"9 Bed, 9 Bath Twin Villa for Sale in Chak Angrae Kraom",Twin Villa,27/08/2024,12/9/2024,9.0,9.0,379.0,546.0,,2022,N,950000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Garden, Non-Flooding"
245335,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris‚Äã I",Shophouse,27/08/2024,12/9/2024,4.0,5.0,96.0,176.0,,2022,N,195000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245309,"6 Bed, 6 Bath Shophouse for Sale in BKK 1",Shophouse,26/08/2024,15/09/2024,6.0,6.0,120.0,304.0,,2022,N,720000.0,"BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245301,"4 Bed, 5 Bath Shophouse for Sale in Preaek Lieb",Shophouse,26/08/2024,11/9/2024,4.0,5.0,99.0,155.0,,2022,S,160000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245300,"4 Bed, 5 Bath Link House for Sale in Preaek Aeng",Unit,26/08/2024,11/9/2024,4.0,5.0,75.0,151.0,,2022,S,93000.0,"Preaek Aeng, Chbar Ampov, Phnom Penh",Preaek Aeng,Chbar Ampov,Phnom Penh,"Commercial area, Non-Flooding"
245297,"4 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Euro Ville",Twin Villa,26/08/2024,11/9/2024,4.0,6.0,194.0,216.0,,2022,N,368000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245296,"5 Bed, 6 Bath Villa for Sale in Chak Angrae Kraom",Villa,26/08/2024,19/11/2024,5.0,6.0,575.0,306.0,,2022,N,1600000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Garden, Non-Flooding"
245279,"4 Bed, 5 Bath Flat House for Sale in Chrang Chamres I",Retreat,24/08/2024,2/9/2024,4.0,5.0,100.0,201.0,,2022,,150000.0,"Chrang Chamres I, Russey Keo, Phnom Penh",Chrang Chamres I,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
245275,"5 Bed, 6 Bath Villa for Sale in Preaek Kampues",Villa,24/08/2024,11/9/2024,5.0,6.0,231.0,291.0,,2022,S,388000.0,"Preaek Kampues, Dangkao, Phnom Penh",Preaek Kampues,Dangkao,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245271,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth : The Star Diamond",Shophouse,24/08/2024,10/9/2024,4.0,5.0,90.0,162.0,,2022,E,250000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245270,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth : The Star Diamond",Shophouse,24/08/2024,10/9/2024,4.0,5.0,99.0,189.0,,2022,E,340000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245266,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,23/08/2024,10/9/2024,3.0,3.0,108.0,83.0,,2022,,80000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Non-Flooding"
245263,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,23/08/2024,10/9/2024,3.0,3.0,78.0,83.0,,2022,,63000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Non-Flooding"
245257,"3 Bed, 3 Bath House for Sale in Toul Svay Prey 1",House,23/08/2024,9/9/2024,3.0,3.0,86.0,180.0,,2022,S,299900.0,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",Toul Svay Prey 1,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
245255,"5 Bed, 3 Bath Shophouse for Sale in BKK 3",Shophouse,23/08/2024,9/9/2024,5.0,3.0,150.0,1141.0,,2022,S,1200000.0,"BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
245253,"4 Bed, 3 Bath House for Sale in BKK 3",House,23/08/2024,9/9/2024,4.0,3.0,92.0,192.0,,2022,N,310000.0,"BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
245244,Land for Sale in Kouk Khleang,Land/Development,23/08/2024,23/08/2024,,,,,,2022,,40000000.0,"Kouk Khleang, Sen Sok, Phnom Penh",Kouk Khleang,Sen Sok,Phnom Penh,
245234,"5 Bed, 4 Bath Flat House for Sale in Toul Tum Poung 2",Retreat,22/08/2024,7/9/2024,5.0,4.0,90.0,192.0,,2022,,320000.0,"Toul Tum Poung 2, Chamkarmon, Phnom Penh",Toul Tum Poung 2,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
245231,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,22/08/2024,8/9/2024,3.0,3.0,108.0,83.0,,2022,,68000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Non-Flooding"
245230,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,22/08/2024,8/9/2024,3.0,3.0,78.0,83.0,,2022,,48000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Commercial area, Non-Flooding"
245229,"3 Bed, 3 Bath Villa for Sale in Svay Chrum",Villa,22/08/2024,8/9/2024,3.0,3.0,78.0,83.0,,2022,,72000.0,"Svay Chrum, Khsach Kandal, Kandal",Svay Chrum,Khsach Kandal,Kandal,"Car Parking, Non-Flooding"
245227,"6 Bed, 6 Bath Flat House for Sale in Nirouth",Retreat,22/08/2024,8/9/2024,6.0,6.0,63.0,159.0,,2022,N,145000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245226,"6 Bed, 4 Bath Villa for Sale in Nirouth",Villa,22/08/2024,8/9/2024,6.0,4.0,270.0,378.0,,2022,S,380000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245225,"4 Bed, 5 Bath Flat House for Sale in Nirouth",Retreat,22/08/2024,8/9/2024,4.0,5.0,88.0,201.0,,2022,N,102000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243217,7 Bed Villa for Sale & Rent in Woodland Residences,Villa,3/6/2024,22/08/2024,7.0,,,,3.0,2019,,550000.0,"60m Samdach Hun Sen, Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245192,"7 Bed, 9 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Villa,21/08/2024,6/9/2024,7.0,9.0,526.0,588.0,,2019,S,1250000.0,"Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245190,"2 Bed, 3 Bath Link House for Sale in Borey Peng Huoth : The Star Platinum Mercurean II",Unit,21/08/2024,6/9/2024,2.0,3.0,126.0,76.0,,2019,N,175000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245173,"5 Bed, 3 Bath House for Sale in Boeung Tumpun",House,21/08/2024,19/09/2024,5.0,3.0,130.0,201.0,,2019,,170000.0,"Boeung Tumpun, Meanchey, Phnom Penh",Boeung Tumpun,Meanchey,Phnom Penh,"Commercial area, Non-Flooding"
245161,"2 Bed, 2 Bath Apartment for Sale in The Garden Residency",Apartment,20/08/2024,3/9/2024,2.0,2.0,,56.0,3.0,2019,,110000.0,"Street 1984 Street, Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding"
245157,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Rosato",Twin Villa,20/08/2024,3/9/2024,4.0,5.0,171.0,216.0,,2019,W,283000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245154,"4 Bed, 5 Bath Villa for Sale in Borey Peng Huoth: The Star Mera Garden",Villa,20/08/2024,19/09/2024,4.0,5.0,300.0,360.0,,2019,S,638000.0,"Cheung Aek, Dangkao, Phnom Penh",Cheung Aek,Dangkao,Phnom Penh,Car Parking
245136,"8 Bed, 10 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,19/08/2024,2/9/2024,8.0,10.0,149.0,252.0,,2019,W,250000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245133,"2 Bed, 3 Bath House for Sale & Rent in Phsar Kandal I",House,19/08/2024,1/9/2024,2.0,3.0,,165.0,,2019,,395000.0,"Phsar Kandal I, Daun Penh, Phnom Penh",Phsar Kandal I,Daun Penh,Phnom Penh,"Commercial area, Non-Flooding"
245131,"2 Bed, 1 Bath Condo for Sale in Arakawa Residence",Condo,19/08/2024,19/08/2024,2.0,1.0,,48.0,11.0,2022,,85000.0,"Tuek Thla, Sen Sok, Phnom Penh",Tuek Thla,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Garden, Lift / Elevator, Non-Flooding, Backup Electricity / Generator"
245112,Villa for Sale in Svay Dankum,Villa,17/08/2024,19/08/2024,,,,,,2022,,600000.0,"Svay Dankum, Siem Reap, Siem Reap",Svay Dankum,Siem Reap,Siem Reap,
245111,"1 Bed, 1 Bath Apartment for Sale in Parc 21 Residence",Apartment,16/08/2024,30/08/2024,1.0,1.0,,43.0,12.0,2022,,123000.0,"Boeung Trabek, Chamkarmon, Phnom Penh",Boeung Trabek,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Tennis Court, Backup Electricity / Generator"
245097,"3 Bed, 4 Bath Link House for Sale & Rent in Borey Peng Huoth: The Star Platinum Mercurean I",Unit,16/08/2024,29/08/2024,3.0,4.0,75.0,114.0,,2022,N,130000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245091,Land for Sale in Kakap,Land/Development,16/08/2024,28/08/2024,,,124.0,,,2022,,70000.0,"Kakap, Por Sen Chey, Phnom Penh",Kakap,Por Sen Chey,Phnom Penh,
245090,"1 Bed, 1 Bath Condo for Sale & Rent in De Castle Royal Condominium",Condo,16/08/2024,16/08/2024,1.0,1.0,,69.0,10.0,2014,,110000.0,"BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
245070,"2 Bed, 1 Bath Condo for Sale in Time Square 3",Condo,15/08/2024,27/08/2024,2.0,1.0,,50.0,13.0,2023,,75000.0,"Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
245069,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris‚Äã I",Shophouse,15/08/2024,27/08/2024,4.0,5.0,99.0,189.0,,2023,E,320000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
245068,"6 Bed, 8 Bath Flat House for Sale in Preaek Aeng",Retreat,15/08/2024,27/08/2024,6.0,8.0,105.0,270.0,,2023,W,170000.0,"Preaek Aeng, Chbar Ampov, Phnom Penh",Preaek Aeng,Chbar Ampov,Phnom Penh,"Car Parking, Non-Flooding"
245066,"6 Bed, 6 Bath Villa for Sale & Rent in Borey Peng Huoth : The Star Platinum Paradigm",Villa,15/08/2024,27/08/2024,6.0,6.0,336.0,324.0,,2022,W,1080000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245029,"6 Bed, 7 Bath Villa for Sale in The Woods a Natha Residence",Villa,14/08/2024,26/08/2024,6.0,7.0,806.0,432.0,,2020,N,1300000.0,"Preaek Aeng, Chbar Ampov, Phnom Penh",Preaek Aeng,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245027,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth : The Star Diamond",Shophouse,14/08/2024,23/08/2024,4.0,5.0,90.0,162.0,,2020,E,240000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245013,"1 Bed, 1 Bath Apartment for Sale in Bellavita Apartment",Apartment,13/08/2024,22/08/2024,1.0,1.0,,39.0,7.0,2020,W,78000.0,"BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
245009,"8 Bed, 7 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Melody",Villa,13/08/2024,22/08/2024,8.0,7.0,1225.0,596.0,,2020,E,3500000.0,"Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245003,"9 Bed, 7 Bath House for Sale & Rent in BKK 3",House,13/08/2024,20/08/2024,9.0,7.0,735.0,,,2020,,2572500.0,"BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244999,"1 Bed, 1 Bath Condo for Sale in Chroy Changvar",Condo,13/08/2024,20/08/2024,1.0,1.0,,49.0,15.0,2020,,65000.0,"Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
244974,"1 Bed, 1 Bath Condo for Sale in Boeung Kak 1",Condo,12/8/2024,20/08/2024,1.0,1.0,,36.0,12.0,2020,,60000.0,"Boeung Kak 1, Toul Kork, Phnom Penh",Boeung Kak 1,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
244973,"1 Bed, 1 Bath Condo for Sale in Boeung Kak 1",Condo,12/8/2024,20/08/2024,1.0,1.0,,40.0,15.0,2020,,62000.0,"Boeung Kak 1, Toul Kork, Phnom Penh",Boeung Kak 1,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
244944,"1 Bed, 1 Bath Condo for Sale in Tuol Sangkae 2",Condo,10/8/2024,16/08/2024,1.0,1.0,,32.0,19.0,2020,,63000.0,"Tuol Sangkae 2, Russey Keo, Phnom Penh",Tuol Sangkae 2,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Playground, Swimming Pool, Backup Electricity / Generator"
244937,"7 Bed, 9 Bath Villa for Sale in Borey Peng Huoth : The Star Diamond",Villa,9/8/2024,23/12/2024,7.0,9.0,537.0,588.0,,2020,S,1990000.0,"Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244936,"5 Bed, 6 Bath Shophouse for Sale in Preaek Lieb",Shophouse,9/8/2024,15/08/2024,5.0,6.0,117.0,226.0,,2020,N,225000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
244933,"3 Bed, 3 Bath Villa for Sale in Preaek Lieb",Villa,9/8/2024,20/08/2024,3.0,3.0,160.0,,,2020,N,185000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244928,"4 Bed, 5 Bath House for Sale & Rent in Toul Tum Poung 1",House,9/8/2024,15/08/2024,4.0,5.0,124.0,,,2020,,533000.0,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",Toul Tum Poung 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244925,Land for Sale in Kakab 2,Land/Development,9/8/2024,13/08/2024,,,300.0,,,2020,,500000.0,"Kakab 2, Por Sen Chey, Phnom Penh",Kakab 2,Por Sen Chey,Phnom Penh,
244915,"5 Bed, 6 Bath Villa for Sale in Preaek Lieb",Villa,8/8/2024,8/10/2024,5.0,6.0,400.0,338.0,2.0,2020,N/E,790000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244914,"4 Bed, 6 Bath Villa for Sale in Preaek Lieb",Villa,8/8/2024,14/08/2024,4.0,6.0,276.0,336.0,2.0,2020,E/S,430000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244913,"5 Bed, 6 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,8/8/2024,20/08/2024,5.0,6.0,117.0,226.0,3.0,2020,N,240000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
244912,"5 Bed, 6 Bath Shophouse for Sale in Preaek Lieb",Shophouse,8/8/2024,20/08/2024,5.0,6.0,145.0,226.0,3.0,2020,S,250000.0,"Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Non-Flooding"
244890,House for Sale in Phnom Penh Thmey,House,7/8/2024,8/8/2024,,,,,,2020,,95000.0,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,
244898,"12 Bed, 8 Bath Land for Sale in Boeung Trabek",Land/Development,8/8/2024,13/08/2024,12.0,8.0,528.0,,2.0,2020,,1056000.0,"Boeung Trabek, Chamkarmon, Phnom Penh",Boeung Trabek,Chamkarmon,Phnom Penh,
244897,"6 Bed, 7 Bath House for Sale & Rent in Toul Tum Poung 1",House,8/8/2024,17/12/2024,6.0,7.0,156.0,,,2020,,750000.0,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",Toul Tum Poung 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244862,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,6/8/2024,12/8/2024,4.0,5.0,71.0,126.0,3.0,2020,S,130000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
244844,"3 Bed, 3 Bath Link House for Sale in Borey Nirouth Chey and Chenda Villa",Unit,6/8/2024,13/11/2024,3.0,3.0,71.0,121.0,,2021,S,70000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Common Area, Non-Flooding"
244793,"5 Bed, 6 Bath Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum Rosato",Villa,2/8/2024,12/8/2024,5.0,6.0,315.0,337.0,,2021,S,720000.0,"Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Common Area, Non-Flooding, On main road"
