amenity_id,property_id,amenity_name
amenity_3,property_1412,Lift / Elevator
amenity_9,property_1412,Non-Flooding
amenity_5,property_1412,Swimming Pool
amenity_10,property_1412,Backup Electricity / Generator
amenity_1,property_1413,Car Parking
amenity_2,property_1413,Commercial area
amenity_6,property_1413,Common Area
amenity_7,property_1413,Garden
amenity_8,property_1413,Gym/Fitness Center
amenity_3,property_1413,Lift / Elevator
amenity_9,property_1413,Non-Flooding
amenity_4,property_1413,On main road
amenity_5,property_1413,Swimming Pool
amenity_10,property_1413,Backup Electricity / Generator
amenity_1,property_1414,Car Parking
amenity_9,property_1414,Non-Flooding
No_amenities,property_1415,No amenities
amenity_1,property_1416,Car Parking
amenity_2,property_1416,Commercial area
amenity_6,property_1416,Common Area
amenity_7,property_1416,Garden
amenity_8,property_1416,Gym/Fitness Center
amenity_3,property_1416,Lift / Elevator
amenity_9,property_1416,Non-Flooding
amenity_4,property_1416,On main road
amenity_5,property_1416,Swimming Pool
amenity_10,property_1416,Backup Electricity / Generator
amenity_1,property_1417,Car Parking
amenity_2,property_1417,Commercial area
amenity_6,property_1417,Common Area
amenity_7,property_1417,Garden
amenity_8,property_1417,Gym/Fitness Center
amenity_3,property_1417,Lift / Elevator
amenity_9,property_1417,Non-Flooding
amenity_4,property_1417,On main road
amenity_5,property_1417,Swimming Pool
amenity_10,property_1417,Backup Electricity / Generator
amenity_1,property_1418,Car Parking
amenity_2,property_1418,Commercial area
amenity_6,property_1418,Common Area
amenity_7,property_1418,Garden
amenity_8,property_1418,Gym/Fitness Center
amenity_3,property_1418,Lift / Elevator
amenity_9,property_1418,Non-Flooding
amenity_4,property_1418,On main road
amenity_5,property_1418,Swimming Pool
amenity_10,property_1418,Backup Electricity / Generator
amenity_1,property_1419,Car Parking
amenity_6,property_1419,Common Area
amenity_8,property_1419,Gym/Fitness Center
amenity_3,property_1419,Lift / Elevator
amenity_9,property_1419,Non-Flooding
amenity_5,property_1419,Swimming Pool
amenity_1,property_1420,Car Parking
amenity_9,property_1420,Non-Flooding
amenity_1,property_1421,Car Parking
amenity_8,property_1421,Gym/Fitness Center
amenity_3,property_1421,Lift / Elevator
amenity_4,property_1421,On main road
amenity_5,property_1421,Swimming Pool
amenity_1,property_1422,Car Parking
amenity_2,property_1422,Commercial area
amenity_8,property_1422,Gym/Fitness Center
amenity_3,property_1422,Lift / Elevator
amenity_9,property_1422,Non-Flooding
amenity_5,property_1422,Swimming Pool
amenity_10,property_1422,Backup Electricity / Generator
No_amenities,property_1423,No amenities
No_amenities,property_1424,No amenities
amenity_2,property_1425,Commercial area
amenity_9,property_1425,Non-Flooding
amenity_1,property_1426,Car Parking
amenity_2,property_1426,Commercial area
amenity_9,property_1426,Non-Flooding
amenity_1,property_1427,Car Parking
amenity_2,property_1427,Commercial area
amenity_9,property_1427,Non-Flooding
amenity_1,property_1428,Car Parking
amenity_2,property_1428,Commercial area
amenity_9,property_1428,Non-Flooding
amenity_1,property_1429,Car Parking
amenity_2,property_1429,Commercial area
amenity_9,property_1429,Non-Flooding
amenity_1,property_1430,Car Parking
amenity_2,property_1430,Commercial area
amenity_9,property_1430,Non-Flooding
amenity_1,property_1431,Car Parking
amenity_2,property_1431,Commercial area
amenity_9,property_1431,Non-Flooding
amenity_1,property_1432,Car Parking
amenity_2,property_1432,Commercial area
amenity_9,property_1432,Non-Flooding
amenity_1,property_1433,Car Parking
amenity_2,property_1433,Commercial area
amenity_9,property_1433,Non-Flooding
amenity_1,property_1434,Car Parking
amenity_2,property_1434,Commercial area
amenity_9,property_1434,Non-Flooding
amenity_5,property_1434,Swimming Pool
amenity_1,property_1435,Car Parking
amenity_2,property_1435,Commercial area
amenity_9,property_1435,Non-Flooding
amenity_1,property_1436,Car Parking
amenity_2,property_1436,Commercial area
amenity_9,property_1436,Non-Flooding
amenity_1,property_1437,Car Parking
amenity_9,property_1437,Non-Flooding
amenity_1,property_1438,Car Parking
amenity_2,property_1438,Commercial area
amenity_9,property_1438,Non-Flooding
amenity_1,property_1439,Car Parking
amenity_2,property_1439,Commercial area
amenity_9,property_1439,Non-Flooding
amenity_1,property_1440,Car Parking
amenity_2,property_1440,Commercial area
amenity_9,property_1440,Non-Flooding
amenity_1,property_1441,Car Parking
amenity_2,property_1441,Commercial area
amenity_9,property_1441,Non-Flooding
amenity_1,property_1442,Car Parking
amenity_2,property_1442,Commercial area
amenity_9,property_1442,Non-Flooding
amenity_1,property_1443,Car Parking
amenity_2,property_1443,Commercial area
amenity_9,property_1443,Non-Flooding
amenity_1,property_1444,Car Parking
amenity_2,property_1444,Commercial area
amenity_9,property_1444,Non-Flooding
amenity_1,property_1445,Car Parking
amenity_2,property_1445,Commercial area
amenity_8,property_1445,Gym/Fitness Center
amenity_3,property_1445,Lift / Elevator
amenity_9,property_1445,Non-Flooding
amenity_5,property_1445,Swimming Pool
amenity_10,property_1445,Backup Electricity / Generator
No_amenities,property_1446,No amenities
amenity_1,property_1447,Car Parking
amenity_2,property_1447,Commercial area
amenity_9,property_1447,Non-Flooding
amenity_1,property_1448,Car Parking
amenity_2,property_1448,Commercial area
amenity_6,property_1448,Common Area
amenity_7,property_1448,Garden
amenity_9,property_1448,Non-Flooding
No_amenities,property_1449,No amenities
amenity_1,property_1450,Car Parking
amenity_2,property_1450,Commercial area
amenity_9,property_1450,Non-Flooding
amenity_1,property_1451,Car Parking
amenity_2,property_1451,Commercial area
amenity_8,property_1451,Gym/Fitness Center
amenity_3,property_1451,Lift / Elevator
amenity_9,property_1451,Non-Flooding
amenity_5,property_1451,Swimming Pool
No_amenities,property_1452,No amenities
amenity_1,property_1453,Car Parking
amenity_2,property_1453,Commercial area
amenity_9,property_1453,Non-Flooding
amenity_2,property_1454,Commercial area
amenity_9,property_1454,Non-Flooding
amenity_1,property_1455,Car Parking
amenity_2,property_1455,Commercial area
amenity_7,property_1455,Garden
amenity_8,property_1455,Gym/Fitness Center
amenity_3,property_1455,Lift / Elevator
amenity_9,property_1455,Non-Flooding
amenity_5,property_1455,Swimming Pool
amenity_10,property_1455,Backup Electricity / Generator
amenity_1,property_1456,Car Parking
amenity_2,property_1456,Commercial area
amenity_8,property_1456,Gym/Fitness Center
amenity_3,property_1456,Lift / Elevator
amenity_9,property_1456,Non-Flooding
amenity_5,property_1456,Swimming Pool
amenity_10,property_1456,Backup Electricity / Generator
amenity_1,property_1457,Car Parking
amenity_2,property_1457,Commercial area
amenity_8,property_1457,Gym/Fitness Center
amenity_3,property_1457,Lift / Elevator
amenity_9,property_1457,Non-Flooding
amenity_5,property_1457,Swimming Pool
amenity_10,property_1457,Backup Electricity / Generator
No_amenities,property_1458,No amenities
amenity_5,property_1459,Swimming Pool
amenity_1,property_1460,Car Parking
amenity_2,property_1460,Commercial area
amenity_9,property_1460,Non-Flooding
amenity_1,property_1461,Car Parking
amenity_7,property_1461,Garden
amenity_8,property_1461,Gym/Fitness Center
amenity_4,property_1461,On main road
amenity_12,property_1461,Sports Facilities
amenity_5,property_1461,Swimming Pool
No_amenities,property_1462,No amenities
amenity_1,property_1463,Car Parking
amenity_2,property_1463,Commercial area
amenity_8,property_1463,Gym/Fitness Center
amenity_9,property_1463,Non-Flooding
amenity_4,property_1463,On main road
amenity_1,property_1464,Car Parking
amenity_2,property_1464,Commercial area
amenity_6,property_1464,Common Area
amenity_9,property_1464,Non-Flooding
amenity_1,property_1465,Car Parking
amenity_5,property_1465,Swimming Pool
No_amenities,property_1466,No amenities
amenity_1,property_1467,Car Parking
amenity_2,property_1467,Commercial area
amenity_6,property_1467,Common Area
amenity_7,property_1467,Garden
amenity_8,property_1467,Gym/Fitness Center
amenity_3,property_1467,Lift / Elevator
amenity_9,property_1467,Non-Flooding
amenity_5,property_1467,Swimming Pool
amenity_1,property_1468,Car Parking
amenity_2,property_1468,Commercial area
amenity_8,property_1468,Gym/Fitness Center
amenity_3,property_1468,Lift / Elevator
amenity_9,property_1468,Non-Flooding
amenity_5,property_1468,Swimming Pool
amenity_10,property_1468,Backup Electricity / Generator
amenity_1,property_1469,Car Parking
amenity_2,property_1469,Commercial area
amenity_3,property_1469,Lift / Elevator
amenity_9,property_1469,Non-Flooding
amenity_5,property_1469,Swimming Pool
amenity_1,property_1470,Car Parking
amenity_1,property_1471,Car Parking
amenity_2,property_1471,Commercial area
amenity_9,property_1471,Non-Flooding
amenity_1,property_1472,Car Parking
No_amenities,property_1473,No amenities
amenity_1,property_1474,Car Parking
amenity_2,property_1474,Commercial area
amenity_9,property_1474,Non-Flooding
amenity_4,property_1474,On main road
amenity_2,property_1475,Commercial area
No_amenities,property_1476,No amenities
amenity_1,property_1477,Car Parking
amenity_2,property_1477,Commercial area
amenity_9,property_1477,Non-Flooding
No_amenities,property_1478,No amenities
amenity_1,property_1479,Car Parking
amenity_2,property_1479,Commercial area
amenity_8,property_1479,Gym/Fitness Center
amenity_3,property_1479,Lift / Elevator
amenity_9,property_1479,Non-Flooding
amenity_5,property_1479,Swimming Pool
amenity_1,property_1480,Car Parking
amenity_2,property_1480,Commercial area
amenity_9,property_1480,Non-Flooding
amenity_1,property_1481,Car Parking
amenity_8,property_1481,Gym/Fitness Center
amenity_3,property_1481,Lift / Elevator
amenity_5,property_1481,Swimming Pool
amenity_1,property_1482,Car Parking
amenity_2,property_1482,Commercial area
amenity_9,property_1482,Non-Flooding
amenity_4,property_1482,On main road
amenity_1,property_1483,Car Parking
amenity_2,property_1483,Commercial area
amenity_9,property_1483,Non-Flooding
amenity_1,property_1484,Car Parking
amenity_2,property_1484,Commercial area
amenity_9,property_1484,Non-Flooding
No_amenities,property_1485,No amenities
No_amenities,property_1486,No amenities
amenity_1,property_1487,Car Parking
amenity_2,property_1487,Commercial area
amenity_9,property_1487,Non-Flooding
amenity_2,property_1488,Commercial area
amenity_9,property_1488,Non-Flooding
amenity_1,property_1489,Car Parking
amenity_2,property_1489,Commercial area
amenity_9,property_1489,Non-Flooding
amenity_5,property_1489,Swimming Pool
amenity_1,property_1490,Car Parking
amenity_2,property_1490,Commercial area
amenity_9,property_1490,Non-Flooding
amenity_4,property_1490,On main road
amenity_1,property_1491,Car Parking
amenity_2,property_1491,Commercial area
amenity_9,property_1491,Non-Flooding
amenity_1,property_1492,Car Parking
amenity_2,property_1492,Commercial area
amenity_8,property_1492,Gym/Fitness Center
amenity_3,property_1492,Lift / Elevator
amenity_9,property_1492,Non-Flooding
amenity_5,property_1492,Swimming Pool
amenity_1,property_1493,Car Parking
amenity_2,property_1493,Commercial area
amenity_8,property_1493,Gym/Fitness Center
amenity_3,property_1493,Lift / Elevator
amenity_9,property_1493,Non-Flooding
amenity_5,property_1493,Swimming Pool
amenity_1,property_1494,Car Parking
amenity_2,property_1494,Commercial area
amenity_9,property_1494,Non-Flooding
amenity_5,property_1494,Swimming Pool
amenity_1,property_1495,Car Parking
amenity_7,property_1495,Garden
amenity_9,property_1495,Non-Flooding
amenity_11,property_1495,Playground
amenity_12,property_1495,Sports Facilities
amenity_5,property_1495,Swimming Pool
amenity_2,property_1496,Commercial area
amenity_9,property_1496,Non-Flooding
amenity_4,property_1496,On main road
amenity_1,property_1497,Car Parking
amenity_2,property_1497,Commercial area
amenity_9,property_1497,Non-Flooding
amenity_1,property_1498,Car Parking
amenity_2,property_1498,Commercial area
amenity_9,property_1498,Non-Flooding
amenity_2,property_1499,Commercial area
amenity_9,property_1499,Non-Flooding
amenity_1,property_1500,Car Parking
amenity_2,property_1500,Commercial area
amenity_9,property_1500,Non-Flooding
amenity_1,property_1501,Car Parking
amenity_2,property_1501,Commercial area
amenity_9,property_1501,Non-Flooding
amenity_1,property_1502,Car Parking
amenity_2,property_1502,Commercial area
amenity_9,property_1502,Non-Flooding
amenity_4,property_1502,On main road
amenity_1,property_1503,Car Parking
amenity_2,property_1503,Commercial area
amenity_9,property_1503,Non-Flooding
amenity_1,property_1504,Car Parking
amenity_2,property_1504,Commercial area
amenity_9,property_1504,Non-Flooding
amenity_1,property_1505,Car Parking
amenity_2,property_1505,Commercial area
amenity_9,property_1505,Non-Flooding
amenity_1,property_1506,Car Parking
amenity_2,property_1506,Commercial area
amenity_8,property_1506,Gym/Fitness Center
amenity_3,property_1506,Lift / Elevator
amenity_9,property_1506,Non-Flooding
amenity_5,property_1506,Swimming Pool
amenity_10,property_1506,Backup Electricity / Generator
amenity_1,property_1507,Car Parking
amenity_9,property_1507,Non-Flooding
amenity_1,property_1508,Car Parking
amenity_2,property_1508,Commercial area
amenity_9,property_1508,Non-Flooding
amenity_1,property_1509,Car Parking
amenity_2,property_1509,Commercial area
amenity_9,property_1509,Non-Flooding
amenity_2,property_1510,Commercial area
amenity_9,property_1510,Non-Flooding
amenity_1,property_1511,Car Parking
amenity_2,property_1511,Commercial area
amenity_9,property_1511,Non-Flooding
amenity_1,property_1512,Car Parking
amenity_2,property_1512,Commercial area
amenity_9,property_1512,Non-Flooding
amenity_1,property_1513,Car Parking
amenity_2,property_1513,Commercial area
amenity_9,property_1513,Non-Flooding
No_amenities,property_1514,No amenities
amenity_1,property_1515,Car Parking
amenity_2,property_1515,Commercial area
amenity_9,property_1515,Non-Flooding
amenity_4,property_1515,On main road
amenity_1,property_1516,Car Parking
amenity_2,property_1516,Commercial area
amenity_1,property_1517,Car Parking
amenity_2,property_1517,Commercial area
amenity_9,property_1517,Non-Flooding
amenity_1,property_1518,Car Parking
amenity_2,property_1518,Commercial area
amenity_9,property_1518,Non-Flooding
amenity_1,property_1519,Car Parking
amenity_2,property_1519,Commercial area
amenity_8,property_1519,Gym/Fitness Center
amenity_3,property_1519,Lift / Elevator
amenity_9,property_1519,Non-Flooding
amenity_5,property_1519,Swimming Pool
amenity_10,property_1519,Backup Electricity / Generator
amenity_1,property_1520,Car Parking
amenity_2,property_1520,Commercial area
amenity_9,property_1520,Non-Flooding
amenity_1,property_1521,Car Parking
amenity_2,property_1521,Commercial area
amenity_9,property_1521,Non-Flooding
amenity_2,property_1522,Commercial area
amenity_9,property_1522,Non-Flooding
amenity_1,property_1523,Car Parking
amenity_2,property_1523,Commercial area
amenity_9,property_1523,Non-Flooding
amenity_1,property_1524,Car Parking
amenity_2,property_1524,Commercial area
amenity_9,property_1524,Non-Flooding
amenity_1,property_1525,Car Parking
amenity_2,property_1525,Commercial area
amenity_9,property_1525,Non-Flooding
amenity_1,property_1526,Car Parking
amenity_2,property_1526,Commercial area
amenity_1,property_1527,Car Parking
amenity_2,property_1527,Commercial area
amenity_9,property_1527,Non-Flooding
amenity_1,property_1528,Car Parking
amenity_2,property_1528,Commercial area
amenity_3,property_1528,Lift / Elevator
amenity_9,property_1528,Non-Flooding
amenity_1,property_1529,Car Parking
amenity_2,property_1529,Commercial area
amenity_9,property_1529,Non-Flooding
No_amenities,property_1530,No amenities
amenity_1,property_1531,Car Parking
amenity_2,property_1531,Commercial area
amenity_6,property_1531,Common Area
amenity_7,property_1531,Garden
amenity_3,property_1531,Lift / Elevator
amenity_9,property_1531,Non-Flooding
amenity_14,property_1531,Sauna
amenity_5,property_1531,Swimming Pool
amenity_1,property_1532,Car Parking
amenity_2,property_1532,Commercial area
amenity_6,property_1532,Common Area
amenity_9,property_1532,Non-Flooding
amenity_10,property_1532,Backup Electricity / Generator
amenity_1,property_1533,Car Parking
amenity_2,property_1533,Commercial area
amenity_9,property_1533,Non-Flooding
amenity_4,property_1533,On main road
No_amenities,property_1534,No amenities
amenity_1,property_1535,Car Parking
amenity_2,property_1535,Commercial area
amenity_9,property_1535,Non-Flooding
amenity_1,property_1536,Car Parking
amenity_2,property_1536,Commercial area
amenity_9,property_1536,Non-Flooding
amenity_1,property_1537,Car Parking
amenity_9,property_1537,Non-Flooding
No_amenities,property_1538,No amenities
No_amenities,property_1539,No amenities
amenity_1,property_1540,Car Parking
amenity_2,property_1540,Commercial area
amenity_9,property_1540,Non-Flooding
amenity_1,property_1541,Car Parking
amenity_2,property_1541,Commercial area
amenity_9,property_1541,Non-Flooding
amenity_1,property_1542,Car Parking
amenity_2,property_1542,Commercial area
amenity_9,property_1542,Non-Flooding
amenity_1,property_1543,Car Parking
amenity_2,property_1543,Commercial area
amenity_3,property_1543,Lift / Elevator
amenity_9,property_1543,Non-Flooding
amenity_1,property_1544,Car Parking
amenity_2,property_1544,Commercial area
amenity_9,property_1544,Non-Flooding
amenity_1,property_1545,Car Parking
amenity_2,property_1545,Commercial area
amenity_9,property_1545,Non-Flooding
amenity_1,property_1546,Car Parking
amenity_2,property_1546,Commercial area
amenity_9,property_1546,Non-Flooding
amenity_2,property_1547,Commercial area
amenity_6,property_1547,Common Area
amenity_9,property_1547,Non-Flooding
amenity_1,property_1548,Car Parking
amenity_6,property_1548,Common Area
amenity_9,property_1548,Non-Flooding
amenity_1,property_1549,Car Parking
amenity_2,property_1549,Commercial area
amenity_9,property_1549,Non-Flooding
amenity_1,property_1550,Car Parking
amenity_2,property_1550,Commercial area
amenity_9,property_1550,Non-Flooding
amenity_1,property_1551,Car Parking
amenity_2,property_1551,Commercial area
amenity_9,property_1551,Non-Flooding
amenity_1,property_1552,Car Parking
amenity_2,property_1552,Commercial area
amenity_8,property_1552,Gym/Fitness Center
amenity_3,property_1552,Lift / Elevator
amenity_9,property_1552,Non-Flooding
amenity_5,property_1552,Swimming Pool
amenity_1,property_1553,Car Parking
amenity_2,property_1553,Commercial area
amenity_3,property_1553,Lift / Elevator
amenity_9,property_1553,Non-Flooding
No_amenities,property_1554,No amenities
No_amenities,property_1555,No amenities
amenity_1,property_1556,Car Parking
amenity_6,property_1556,Common Area
amenity_7,property_1556,Garden
amenity_8,property_1556,Gym/Fitness Center
amenity_3,property_1556,Lift / Elevator
amenity_4,property_1556,On main road
amenity_11,property_1556,Playground
amenity_5,property_1556,Swimming Pool
amenity_10,property_1556,Backup Electricity / Generator
amenity_1,property_1557,Car Parking
amenity_2,property_1557,Commercial area
amenity_8,property_1557,Gym/Fitness Center
amenity_3,property_1557,Lift / Elevator
amenity_9,property_1557,Non-Flooding
amenity_5,property_1557,Swimming Pool
amenity_8,property_1558,Gym/Fitness Center
amenity_3,property_1558,Lift / Elevator
amenity_5,property_1558,Swimming Pool
amenity_1,property_1559,Car Parking
amenity_2,property_1559,Commercial area
amenity_8,property_1559,Gym/Fitness Center
amenity_3,property_1559,Lift / Elevator
amenity_9,property_1559,Non-Flooding
amenity_5,property_1559,Swimming Pool
amenity_1,property_1560,Car Parking
amenity_2,property_1560,Commercial area
amenity_9,property_1560,Non-Flooding
amenity_1,property_1561,Car Parking
amenity_2,property_1561,Commercial area
amenity_9,property_1561,Non-Flooding
amenity_1,property_1562,Car Parking
amenity_2,property_1562,Commercial area
amenity_3,property_1562,Lift / Elevator
amenity_9,property_1562,Non-Flooding
amenity_1,property_1563,Car Parking
amenity_2,property_1563,Commercial area
amenity_9,property_1563,Non-Flooding
No_amenities,property_1564,No amenities
No_amenities,property_1565,No amenities
amenity_1,property_1566,Car Parking
amenity_7,property_1566,Garden
amenity_9,property_1566,Non-Flooding
amenity_4,property_1566,On main road
amenity_11,property_1566,Playground
amenity_1,property_1567,Car Parking
amenity_9,property_1567,Non-Flooding
amenity_4,property_1567,On main road
amenity_1,property_1568,Car Parking
amenity_7,property_1568,Garden
amenity_9,property_1568,Non-Flooding
amenity_11,property_1568,Playground
No_amenities,property_1569,No amenities
amenity_1,property_1570,Car Parking
amenity_2,property_1570,Commercial area
amenity_6,property_1570,Common Area
amenity_9,property_1571,Non-Flooding
amenity_4,property_1571,On main road
amenity_1,property_1572,Car Parking
amenity_2,property_1572,Commercial area
amenity_6,property_1572,Common Area
amenity_9,property_1572,Non-Flooding
amenity_1,property_1573,Car Parking
amenity_2,property_1573,Commercial area
amenity_9,property_1573,Non-Flooding
amenity_2,property_1574,Commercial area
amenity_9,property_1574,Non-Flooding
amenity_1,property_1575,Car Parking
amenity_2,property_1575,Commercial area
amenity_9,property_1575,Non-Flooding
amenity_1,property_1576,Car Parking
amenity_2,property_1576,Commercial area
amenity_8,property_1576,Gym/Fitness Center
amenity_3,property_1576,Lift / Elevator
amenity_9,property_1576,Non-Flooding
amenity_5,property_1576,Swimming Pool
amenity_1,property_1577,Car Parking
amenity_2,property_1577,Commercial area
amenity_9,property_1577,Non-Flooding
amenity_1,property_1578,Car Parking
amenity_2,property_1578,Commercial area
amenity_3,property_1578,Lift / Elevator
amenity_9,property_1578,Non-Flooding
amenity_5,property_1578,Swimming Pool
amenity_1,property_1579,Car Parking
amenity_2,property_1579,Commercial area
amenity_9,property_1579,Non-Flooding
amenity_1,property_1580,Car Parking
amenity_2,property_1580,Commercial area
amenity_9,property_1580,Non-Flooding
No_amenities,property_1581,No amenities
amenity_1,property_1582,Car Parking
amenity_2,property_1582,Commercial area
amenity_9,property_1582,Non-Flooding
amenity_1,property_1583,Car Parking
amenity_2,property_1583,Commercial area
amenity_6,property_1583,Common Area
amenity_7,property_1583,Garden
amenity_8,property_1583,Gym/Fitness Center
amenity_3,property_1583,Lift / Elevator
amenity_9,property_1583,Non-Flooding
amenity_4,property_1583,On main road
amenity_5,property_1583,Swimming Pool
amenity_10,property_1583,Backup Electricity / Generator
amenity_1,property_1584,Car Parking
amenity_7,property_1584,Garden
amenity_9,property_1584,Non-Flooding
No_amenities,property_1585,No amenities
amenity_2,property_1586,Commercial area
amenity_9,property_1586,Non-Flooding
amenity_1,property_1587,Car Parking
amenity_2,property_1587,Commercial area
amenity_7,property_1587,Garden
amenity_9,property_1587,Non-Flooding
amenity_1,property_1588,Car Parking
amenity_2,property_1588,Commercial area
amenity_9,property_1588,Non-Flooding
amenity_4,property_1588,On main road
amenity_1,property_1589,Car Parking
amenity_2,property_1589,Commercial area
amenity_9,property_1589,Non-Flooding
amenity_1,property_1590,Car Parking
amenity_2,property_1590,Commercial area
amenity_9,property_1590,Non-Flooding
amenity_4,property_1590,On main road
amenity_1,property_1591,Car Parking
amenity_9,property_1591,Non-Flooding
amenity_1,property_1592,Car Parking
amenity_2,property_1592,Commercial area
amenity_8,property_1592,Gym/Fitness Center
amenity_3,property_1592,Lift / Elevator
amenity_9,property_1592,Non-Flooding
amenity_4,property_1592,On main road
amenity_5,property_1592,Swimming Pool
No_amenities,property_1593,No amenities
amenity_2,property_1594,Commercial area
amenity_9,property_1594,Non-Flooding
No_amenities,property_1595,No amenities
amenity_1,property_1596,Car Parking
amenity_2,property_1596,Commercial area
amenity_6,property_1596,Common Area
amenity_7,property_1596,Garden
amenity_8,property_1596,Gym/Fitness Center
amenity_3,property_1596,Lift / Elevator
amenity_5,property_1596,Swimming Pool
amenity_1,property_1597,Car Parking
amenity_7,property_1597,Garden
amenity_9,property_1597,Non-Flooding
No_amenities,property_1598,No amenities
No_amenities,property_1599,No amenities
amenity_7,property_1600,Garden
amenity_9,property_1600,Non-Flooding
amenity_1,property_1601,Car Parking
amenity_2,property_1601,Commercial area
amenity_7,property_1601,Garden
amenity_9,property_1601,Non-Flooding
amenity_4,property_1601,On main road
amenity_5,property_1601,Swimming Pool
amenity_1,property_1602,Car Parking
amenity_7,property_1602,Garden
amenity_9,property_1602,Non-Flooding
amenity_11,property_1602,Playground
amenity_1,property_1603,Car Parking
amenity_2,property_1603,Commercial area
amenity_9,property_1603,Non-Flooding
amenity_1,property_1604,Car Parking
amenity_2,property_1604,Commercial area
amenity_9,property_1604,Non-Flooding
amenity_1,property_1605,Car Parking
amenity_2,property_1605,Commercial area
No_amenities,property_1606,No amenities
amenity_1,property_1607,Car Parking
amenity_7,property_1607,Garden
amenity_9,property_1607,Non-Flooding
amenity_1,property_1608,Car Parking
amenity_2,property_1608,Commercial area
amenity_7,property_1608,Garden
amenity_8,property_1608,Gym/Fitness Center
amenity_3,property_1608,Lift / Elevator
amenity_4,property_1608,On main road
amenity_5,property_1608,Swimming Pool
amenity_10,property_1608,Backup Electricity / Generator
amenity_9,property_1609,Non-Flooding
amenity_1,property_1610,Car Parking
amenity_7,property_1610,Garden
amenity_9,property_1610,Non-Flooding
amenity_4,property_1610,On main road
amenity_11,property_1610,Playground
amenity_1,property_1611,Car Parking
amenity_2,property_1611,Commercial area
amenity_7,property_1611,Garden
amenity_9,property_1611,Non-Flooding
amenity_1,property_1612,Car Parking
amenity_7,property_1612,Garden
amenity_9,property_1612,Non-Flooding
amenity_4,property_1612,On main road
amenity_11,property_1612,Playground
amenity_1,property_1613,Car Parking
amenity_7,property_1613,Garden
amenity_9,property_1613,Non-Flooding
amenity_4,property_1613,On main road
amenity_11,property_1613,Playground
amenity_1,property_1614,Car Parking
amenity_7,property_1614,Garden
amenity_8,property_1614,Gym/Fitness Center
amenity_3,property_1614,Lift / Elevator
amenity_9,property_1614,Non-Flooding
amenity_10,property_1614,Backup Electricity / Generator
amenity_1,property_1615,Car Parking
amenity_6,property_1615,Common Area
amenity_7,property_1615,Garden
amenity_8,property_1615,Gym/Fitness Center
amenity_3,property_1615,Lift / Elevator
amenity_9,property_1615,Non-Flooding
amenity_4,property_1615,On main road
amenity_5,property_1615,Swimming Pool
amenity_10,property_1615,Backup Electricity / Generator
amenity_2,property_1616,Commercial area
amenity_9,property_1616,Non-Flooding
amenity_1,property_1617,Car Parking
amenity_9,property_1617,Non-Flooding
amenity_1,property_1618,Car Parking
amenity_2,property_1618,Commercial area
amenity_6,property_1618,Common Area
amenity_8,property_1618,Gym/Fitness Center
amenity_3,property_1618,Lift / Elevator
amenity_9,property_1618,Non-Flooding
amenity_11,property_1618,Playground
amenity_14,property_1618,Sauna
amenity_12,property_1618,Sports Facilities
amenity_5,property_1618,Swimming Pool
amenity_1,property_1619,Car Parking
amenity_2,property_1619,Commercial area
amenity_9,property_1619,Non-Flooding
amenity_1,property_1620,Car Parking
amenity_2,property_1620,Commercial area
amenity_9,property_1620,Non-Flooding
amenity_4,property_1620,On main road
amenity_1,property_1621,Car Parking
amenity_2,property_1621,Commercial area
amenity_9,property_1621,Non-Flooding
amenity_1,property_1622,Car Parking
amenity_2,property_1622,Commercial area
amenity_9,property_1622,Non-Flooding
No_amenities,property_1623,No amenities
amenity_2,property_1624,Commercial area
amenity_9,property_1624,Non-Flooding
amenity_4,property_1624,On main road
amenity_1,property_1625,Car Parking
amenity_2,property_1625,Commercial area
amenity_8,property_1625,Gym/Fitness Center
amenity_3,property_1625,Lift / Elevator
amenity_9,property_1625,Non-Flooding
amenity_4,property_1625,On main road
amenity_5,property_1625,Swimming Pool
amenity_10,property_1625,Backup Electricity / Generator
amenity_1,property_1626,Car Parking
amenity_2,property_1626,Commercial area
amenity_9,property_1626,Non-Flooding
amenity_1,property_1627,Car Parking
amenity_2,property_1627,Commercial area
amenity_9,property_1627,Non-Flooding
amenity_1,property_1628,Car Parking
amenity_2,property_1628,Commercial area
amenity_9,property_1628,Non-Flooding
amenity_1,property_1629,Car Parking
amenity_6,property_1629,Common Area
amenity_9,property_1629,Non-Flooding
amenity_4,property_1629,On main road
amenity_1,property_1630,Car Parking
amenity_2,property_1630,Commercial area
amenity_6,property_1630,Common Area
amenity_9,property_1630,Non-Flooding
amenity_4,property_1630,On main road
No_amenities,property_1631,No amenities
amenity_1,property_1632,Car Parking
amenity_2,property_1632,Commercial area
amenity_8,property_1632,Gym/Fitness Center
amenity_3,property_1632,Lift / Elevator
amenity_9,property_1632,Non-Flooding
amenity_11,property_1632,Playground
amenity_5,property_1632,Swimming Pool
amenity_10,property_1632,Backup Electricity / Generator
amenity_1,property_1633,Car Parking
amenity_6,property_1633,Common Area
amenity_9,property_1633,Non-Flooding
amenity_4,property_1633,On main road
No_amenities,property_1634,No amenities
amenity_1,property_1635,Car Parking
amenity_2,property_1635,Commercial area
amenity_9,property_1635,Non-Flooding
amenity_1,property_1636,Car Parking
amenity_2,property_1636,Commercial area
amenity_9,property_1636,Non-Flooding
amenity_1,property_1637,Car Parking
