property_id,property_name,property_types,listed_date,updated_date,bedrooms,bathrooms,land_area,floor_area,floor_level,completion_year,facing,price,address,commune,district,city,amenities
243463,"1 Bed, 1 Bath Condo for Sale in De Castle Royal Condominium",Condo,13/06/2024,17/07/2024,1,1,N/A,120,13,2014,W,"$120,000 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
243447,"8 Bed, 9 Bath Villa for Sale & Rent in Phnom Penh Thmey",Villa,13/06/2024,17/07/2024,8,9,644,N/A,4,2014,N/A,"$2,200,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding, Swimming Pool"
243446,"3 Bed, 3 Bath House for Sale & Rent in Svay Dankum",House,13/06/2024,18/06/2024,3,3,246,N/A,2,2014,N/A,"$140,000 ","Svay Dankum, Siem Reap, Siem Reap",Svay Dankum,Siem Reap,Siem Reap,Car Parking
243444,"4 Bed, 5 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,13/06/2024,15/07/2024,4,5,99,N/A,3,2014,N/E,"$520,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243442,"4 Bed, 4 Bath House for Sale in Svay Dankum",House,13/06/2024,18/06/2024,4,4,305,210,2,2014,N/A,"$190,000 ","Svay Dankum, Siem Reap, Siem Reap",Svay Dankum,Siem Reap,Siem Reap,Car Parking
243440,"6 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,13/06/2024,13/06/2024,6,4,216,N/A,N/A,2014,N/A,"$130,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,
243434,"4 Bed, 5 Bath Shophouse for Sale & Rent in Nirouth",Shophouse,12/6/2024,20/06/2024,4,5,96,N/A,3,2014,S,"$310,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
243431,"2 Bed, 1 Bath House for Sale in Veal Vong",House,12/6/2024,20/06/2024,2,1,N/A,62,1,2014,E,"$50,000 ","Veal Vong, 7 Makara, Phnom Penh",Veal Vong,7 Makara,Phnom Penh,Commercial area
243406,Land for Sale in Svay Dankum,Land/Development,11/6/2024,22/06/2024,N/A,N/A,34972,N/A,N/A,2014,N/A,"$3,500,000 ","Svay Dankum, Siem Reap, Siem Reap",Svay Dankum,Siem Reap,Siem Reap,
243393,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Lieb",Twin Villa,11/6/2024,21/06/2024,4,5,169,N/A,3,2014,S,"$320,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243375,Land for Sale & Rent in Nirouth,Land/Development,10/6/2024,24/06/2024,N/A,N/A,2600,N/A,3,2014,N/A,"$5,220,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,
243370,"2 Bed, 1 Bath Apartment for Sale in Sen Sok Town",Apartment,10/6/2024,24/06/2024,2,1,N/A,88,N/A,2014,S,"$139,900 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
243323,"3 Bed, 3 Bath House for Sale in Stueng Mean chey",House,6/6/2024,21/06/2024,3,3,75,N/A,3,2014,W,"$128,000 ","Stueng Mean chey, Meanchey, Phnom Penh",Stueng Mean chey,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243321,"1 Bed, 1 Bath Condo for Sale in Royal Park Condo",Condo,6/6/2024,20/06/2024,1,1,N/A,28,6,2020,N/A,"$49,500 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Swimming Pool"
243313,"5 Bed, 6 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,6/6/2024,21/06/2024,5,6,113,N/A,3,2020,S,"$240,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
243309,"5 Bed, 6 Bath Shophouse for Sale in Preaek Lieb",Shophouse,6/6/2024,21/06/2024,5,6,109,N/A,3,2020,W/N,"$248,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243287,"6 Bed, 4 Bath Twin Villa for Sale in Bak Kaeng",Twin Villa,5/6/2024,21/06/2024,6,4,104,N/A,3,2020,W,"$165,000 ","Bak Kaeng, Chroy Changvar, Phnom Penh",Bak Kaeng,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243272,Land for Sale in Ta Khmao,Land/Development,5/6/2024,17/06/2024,N/A,N/A,10806,N/A,N/A,2020,N/A,"$2,500.0/m²","Ta Khmao, Ta Khmau, Kandal",Ta Khmao,Ta Khmau,Kandal,
243271,Land for Sale in Samraong Kraom,Land/Development,5/6/2024,17/07/2024,N/A,N/A,3681,N/A,N/A,2020,N/A,$250.0/m²,"Samraong Kraom, Por Sen Chey, Phnom Penh",Samraong Kraom,Por Sen Chey,Phnom Penh,
243268,"6 Bed, 4 Bath Link House for Sale in Phnom Penh Thmey",Unit,5/6/2024,25/12/2024,6,4,77,N/A,3,2020,N/A,"$200,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243264,"4 Bed, 5 Bath House for Sale in Toul Svay Prey 1",House,5/6/2024,19/06/2024,4,5,80,192,4,2020,N,"$300,000 ","Toul Svay Prey 1, Chamkarmon, Phnom Penh",Toul Svay Prey 1,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
243250,"20 Bed, 25 Bath Villa for Sale in Preaek Pra",Villa,4/6/2024,10/6/2024,20,25,6300,5400,3,2020,E,"$10,000,000 ","Preaek Pra, Chbar Ampov, Phnom Penh",Preaek Pra,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, Swimming Pool"
243249,"7 Bed, 8 Bath Villa for Sale & Rent in Dangkao",Villa,4/6/2024,4/6/2024,7,8,391,N/A,3,2020,S,"$1,138,000 ","Dangkao, Dangkao, Phnom Penh",Dangkao,Dangkao,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
243247,"4 Bed, 5 Bath Villa for Sale in Preaek Lieb",Villa,4/6/2024,4/6/2024,4,5,100,195,3,2020,N/A,"$175,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243241,"2 Bed, 2 Bath Condo for Sale & Rent in Embassy Residences - Phnom Penh's Landmark Condominium",Condo,4/6/2024,10/6/2024,2,2,N/A,151,10,2020,N/A,"$400,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
243240,"3 Bed, 3 Bath Apartment for Sale & Rent in Chakto Mukh",Apartment,4/6/2024,10/6/2024,3,3,N/A,198,5,2020,N/A,"$800,000 ","Chakto Mukh, Daun Penh, Phnom Penh",Chakto Mukh,Daun Penh,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
243214,"5 Bed, 6 Bath Villa for Sale & Rent in Tuek Thla",Villa,3/6/2024,4/6/2024,5,6,777,N/A,2,2020,S,"$1,600,000 ","Tuek Thla, Sen Sok, Phnom Penh",Tuek Thla,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, Swimming Pool"
243206,"4 Bed, 5 Bath Villa for Sale in Tuol Sangkae 1",Villa,1/6/2024,3/6/2024,4,5,107,N/A,2,2015,W/N,"$179,000 ","Rithy St 1928 1928 Mong, Tuol Sangkae 1, Russey Keo, Phnom Penh",Tuol Sangkae 1,Russey Keo,Phnom Penh,"Car Parking, Garden, Non-Flooding, Playground, Sports Facilities, Swimming Pool"
243201,"8 Bed, 10 Bath Shophouse for Sale & Rent in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,1/6/2024,31/10/2024,8,10,216,405,N/A,2015,W,"$340,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Commercial area, Non-Flooding, On main road"
243188,"3 Bed, 2 Bath House for Sale in Boeung Salang",House,31/05/2024,17/06/2024,3,2,129,N/A,2,2015,N/A,"$370,000 ","Boeung Salang, Toul Kork, Phnom Penh",Boeung Salang,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243162,"5 Bed, 5 Bath Villa for Sale in Russey Keo",Villa,30/05/2024,26/06/2024,5,5,11500,N/A,2,2015,N/A,"$1,300.0/m²","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243139,"3 Bed, 3 Bath House for Sale in Boeung Kak 1",House,29/05/2024,9/7/2024,3,3,106,N/A,2,2015,N/A,"$300,000 ","Boeung Kak 1, Toul Kork, Phnom Penh",Boeung Kak 1,Toul Kork,Phnom Penh,"Commercial area, Non-Flooding"
243137,"4 Bed, 6 Bath Shophouse for Sale in Kilomaetr Lekh Prammuoy",Shophouse,29/05/2024,27/06/2024,4,6,71,N/A,3,2015,N/A,"$270,000 ","Kilomaetr Lekh Prammuoy, Russey Keo, Phnom Penh",Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243136,"4 Bed, 6 Bath Shophouse for Sale in Kilomaetr Lekh Prammuoy",Shophouse,29/05/2024,29/05/2024,4,6,69,N/A,3,2015,N/A,"$305,000 ","Kilomaetr Lekh Prammuoy, Russey Keo, Phnom Penh",Kilomaetr Lekh Prammuoy,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243135,"4 Bed, 6 Bath Shophouse for Sale in Orkidē Villa | The Royal",Shophouse,29/05/2024,27/06/2024,4,6,75,N/A,3,2021,S,"$350,000 ","Tuek Thla, Sen Sok, Phnom Penh",Tuek Thla,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
243118,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Eco Sunrise",Shophouse,28/05/2024,27/06/2024,4,5,79,N/A,3,2021,E/S,"$145,000 ","Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243115,"5 Bed, 6 Bath Shophouse for Sale in Chroy Changvar",Shophouse,28/05/2024,9/7/2024,5,6,84,N/A,N/A,2021,W,"$350,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243103,"5 Bed, 7 Bath Villa for Sale in Phnom Penh Thmey",Villa,28/05/2024,3/7/2024,5,7,400,N/A,2,2021,N/A,"$810,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
243100,"2 Bed, 1 Bath Condo for Sale in Boeung Kak 1",Condo,27/05/2024,30/05/2024,2,1,N/A,43,8,2021,N/A,"$73,000 ","Boeung Kak 1, Toul Kork, Phnom Penh",Boeung Kak 1,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
243099,Land for Sale in Kouk Roka,Land/Development,27/05/2024,9/7/2024,N/A,N/A,117,N/A,N/A,2021,N/A,"$80,000 ","Kouk Roka, Prek Pnov, Phnom Penh",Kouk Roka,Prek Pnov,Phnom Penh,"Car Parking, Non-Flooding"
243023,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,24/05/2024,16/07/2024,5,6,92,N/A,3,2021,E,"$340,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242967,"6 Bed, 6 Bath House for Sale in Dangkao",House,23/05/2024,21/06/2024,6,6,80,N/A,3,2021,S,"$105,000 ","Dangkao, Dangkao, Phnom Penh",Dangkao,Dangkao,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242961,"6 Bed, 3 Bath House for Sale in Toul Tum Poung 2",House,23/05/2024,1/7/2024,6,3,90,N/A,2,2021,N/A,"$250,000 ","Toul Tum Poung 2, Chamkarmon, Phnom Penh",Toul Tum Poung 2,Chamkarmon,Phnom Penh,"Commercial area, Non-Flooding"
242952,"5 Bed, 6 Bath House for Sale in Russey Keo",House,23/05/2024,23/05/2024,5,6,69,N/A,3,2021,N/A,"$230,000 ","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242950,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,23/05/2024,16/07/2024,5,6,84,N/A,N/A,2021,E,"$380,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242949,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,23/05/2024,16/07/2024,5,6,84,N/A,N/A,2021,E,"$400,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242948,Land for Sale in Chum Kriel,Land/Development,23/05/2024,13/08/2024,N/A,N/A,1487,N/A,N/A,2021,N/A,"$210,000 ","Chum Kriel, Tuek Chhou, Kampot",Chum Kriel,Tuek Chhou,Kampot,
242945,"5 Bed, 6 Bath Shophouse for Sale & Rent in Preaek Lieb",Shophouse,23/05/2024,21/06/2024,5,6,113,N/A,3,2021,W/N,"$350,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
242944,"4 Bed, 5 Bath House for Sale in Russey Keo",House,23/05/2024,23/05/2024,4,5,86,N/A,3,2021,N/A,"$185,000 ","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,"Car Parking, Commercial area"
242909,"4 Bed, 4 Bath House for Sale in Boeung Salang",House,21/05/2024,19/06/2024,4,4,541,N/A,2,2021,W,"$950,000 ","Boeung Salang, Toul Kork, Phnom Penh",Boeung Salang,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242855,"4 Bed, 2 Bath House for Sale in BKK 3",House,19/05/2024,20/05/2024,4,2,64,N/A,3,2021,S,"$260,000 ","BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242831,"1 Bed, 1 Bath Condo for Sale in The Bridge",Condo,17/05/2024,17/05/2024,1,1,N/A,45,16,2018,N/A,"$150,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
242829,"4 Bed, 5 Bath House for Sale in Russey Keo",House,17/05/2024,17/05/2024,4,5,62,N/A,3,2018,N/A,"$155,000 ","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242828,"4 Bed, 5 Bath House for Sale in Russey Keo",House,17/05/2024,17/05/2024,4,5,60,N/A,2,2018,N/A,"$100,000 ","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242822,"2 Bed, 1 Bath Shophouse for Sale in Phsar Kandal II",Shophouse,17/05/2024,17/05/2024,2,1,96,96,N/A,2018,N/A,"$450,000 ","Phsar Kandal II, Daun Penh, Phnom Penh",Phsar Kandal II,Daun Penh,Phnom Penh,"Commercial area, Non-Flooding"
242821,House for Sale in Chak Angrae Kraom,House,17/05/2024,10/6/2024,N/A,N/A,135,N/A,2,2018,N/A,"$190,000 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242820,"5 Bed, 6 Bath Shophouse for Sale & Rent in Chroy Changvar",Shophouse,17/05/2024,17/05/2024,5,6,92,N/A,3,2018,W,"$370,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242817,"2 Bed, 3 Bath Link House for Sale in Preaek Ampil",Unit,16/05/2024,28/11/2024,2,3,63,N/A,2,2018,N,"$30,999 ","Preaek Ampil, Khsach Kandal, Kandal",Preaek Ampil,Khsach Kandal,Kandal,"Car Parking, Commercial area, Non-Flooding"
242816,"3 Bed, 3 Bath Link House for Sale in Preaek Ampil",Unit,16/05/2024,28/11/2024,3,3,83,N/A,2,2018,S,"$40,999 ","Preaek Ampil, Khsach Kandal, Kandal",Preaek Ampil,Khsach Kandal,Kandal,"Car Parking, Commercial area"
242795,"2 Bed, 3 Bath Shophouse for Sale in Cheung Kaeub",Shophouse,16/05/2024,16/05/2024,2,3,83,N/A,2,2018,S,"$99,900 ","Cheung Kaeub, Kandal Stueng, Kandal",Cheung Kaeub,Kandal Stueng,Kandal,"Car Parking, Commercial area, Non-Flooding"
242775,"3 Bed, 2 Bath Condo for Sale in Camko City",Condo,15/05/2024,15/05/2024,3,2,N/A,130,8,2018,N/A,"$165,000 ","Tuol Sangke, Russey Keo, Phnom Penh",Tuol Sangke,Russey Keo,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding"
242773,"5 Bed, 6 Bath Villa for Sale & Rent in Chak Angrae Kraom",Villa,15/05/2024,15/05/2024,5,6,253,N/A,3,2018,S,"$700,000 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242772,Land for Sale in Preaek Thmei,Land/Development,15/05/2024,15/05/2024,N/A,N/A,126,N/A,N/A,2018,N/A,"$100,000 ","Preaek Thmei, Chbar Ampov, Phnom Penh",Preaek Thmei,Chbar Ampov,Phnom Penh,
242737,"1 Bed, 1 Bath Condo for Sale in Boeung Tumpun",Condo,13/05/2024,13/05/2024,1,1,N/A,35,23,2018,N/A,"$76,405 ","Boeung Tumpun, Meanchey, Phnom Penh",Boeung Tumpun,Meanchey,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Lift / Elevator, Non-Flooding, Sauna, Swimming Pool"
242736,"1 Bed, 1 Bath Condo for Sale in Veal Vong",Condo,13/05/2024,13/05/2024,1,1,N/A,35,19,2018,N/A,"$73,000 ","Veal Vong, 7 Makara, Phnom Penh",Veal Vong,7 Makara,Phnom Penh,"Car Parking, Commercial area, Common Area, Non-Flooding, Backup Electricity / Generator"
242734,"7 Bed, 4 Bath House for Sale & Rent in BKK 3",House,13/05/2024,30/10/2024,7,4,125,N/A,3,2018,N,"$1,200,000 ","BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding, On main road"
242716,Land for Sale in Samraong Kraom,Land/Development,13/05/2024,13/05/2024,N/A,N/A,2397,N/A,N/A,2018,N/A,$200.0/m²,"Samraong Kraom, Por Sen Chey, Phnom Penh",Samraong Kraom,Por Sen Chey,Phnom Penh,
242713,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Chroy Changvar",Twin Villa,13/05/2024,13/05/2024,4,5,160,N/A,3,2018,N,"$350,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242711,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Chroy Changvar",Twin Villa,13/05/2024,13/05/2024,4,5,140,N/A,3,2018,S,"$220,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242706,"4 Bed, 5 Bath Twin Villa for Sale in Chroy Changvar",Twin Villa,13/05/2024,13/05/2024,4,5,144,N/A,3,2018,S,"$350,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Non-Flooding"
242697,Land for Sale in Kouk Roka,Land/Development,12/5/2024,13/05/2024,N/A,N/A,600,N/A,N/A,2018,N/A,"$220,000 ","Kouk Roka, Prek Pnov, Phnom Penh",Kouk Roka,Prek Pnov,Phnom Penh,
242696,Land for Sale in Kouk Roka,Land/Development,12/5/2024,13/05/2024,N/A,N/A,600,N/A,N/A,2018,N/A,"$210,000 ","Kouk Roka, Prek Pnov, Phnom Penh",Kouk Roka,Prek Pnov,Phnom Penh,
242662,"2 Bed, 3 Bath House for Sale in Prey Sa",House,10/5/2024,9/7/2024,2,3,84,N/A,1,2018,E,"$75,000 ","Prey Sa, Dangkao, Phnom Penh",Prey Sa,Dangkao,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242661,"2 Bed, 3 Bath House for Sale in Dangkao",House,10/5/2024,9/7/2024,2,3,79,N/A,1,2018,N,"$90,000 ","Dangkao, Dangkao, Phnom Penh",Dangkao,Dangkao,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242629,"5 Bed, 6 Bath Shophouse for Sale in Chroy Changvar",Shophouse,9/5/2024,9/5/2024,5,6,92,N/A,3,2018,S/W,"$400,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242610,"1 Bed, 1 Bath Studio for Sale in Boeung Kak 2",Studio,8/5/2024,8/5/2024,1,1,N/A,33,18,2018,N/A,"$60,000 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding"
242608,"4 Bed, 5 Bath Link House for Sale in Krang Thnong",Unit,8/5/2024,8/5/2024,4,5,101,N/A,3,2018,W,"$85,000 ","Krang Thnong, Sen Sok, Phnom Penh",Krang Thnong,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242605,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,8/5/2024,8/5/2024,4,5,161,N/A,3,2018,S,"$200,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242603,"4 Bed, 5 Bath Shophouse for Sale in Borey Peng Huoth: The Star Platinum Polaris​ II",Shophouse,8/5/2024,8/5/2024,4,5,102,N/A,3,2018,S,"$185,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242589,"2 Bed, 2 Bath House for Sale in Boeung Tumpun",House,7/5/2024,7/5/2024,2,2,72,N/A,2,2018,S,"$58,000 ","Boeung Tumpun, Meanchey, Phnom Penh",Boeung Tumpun,Meanchey,Phnom Penh,"Commercial area, Common Area, Non-Flooding"
242577,"2 Bed, 3 Bath House for Sale in Krang Thnong",House,7/5/2024,7/5/2024,2,3,142,N/A,3,2018,S,"$105,000 ","Krang Thnong, Sen Sok, Phnom Penh",Krang Thnong,Sen Sok,Phnom Penh,"Car Parking, Common Area, Non-Flooding"
242575,"5 Bed, 5 Bath Shophouse for Sale in Toul Svay Prey 2",Shophouse,7/5/2024,7/5/2024,5,5,94,N/A,3,2018,E,"$370,000 ","Toul Svay Prey 2, Chamkarmon, Phnom Penh",Toul Svay Prey 2,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242559,"4 Bed, 5 Bath Shophouse for Sale in Preaek Ta Sek",Shophouse,6/5/2024,6/5/2024,4,5,176,N/A,3,2018,S,"$310,000 ","Preaek Ta Sek, Chroy Changvar, Phnom Penh",Preaek Ta Sek,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242553,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Borey Peng Huoth: The Star Platinum",Twin Villa,6/5/2024,7/5/2024,4,5,176,N/A,3,2018,S,"$268,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
242552,"1 Bed, 1 Bath Studio for Sale & Rent in Kouk Khleang",Studio,6/5/2024,30/05/2024,1,1,N/A,48,7,2018,N/A,"$1,458.0/m²","Kouk Khleang, Sen Sok, Phnom Penh",Kouk Khleang,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
242548,"1 Bed, 1 Bath Studio for Sale in Boeung Kak 2",Studio,6/5/2024,6/5/2024,1,1,N/A,33,16,2018,N/A,"$60,000 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding"
242540,Land for Sale in Kakap,Land/Development,6/5/2024,6/5/2024,N/A,N/A,1150,N/A,N/A,2018,N/A,"$395,000 ","Kakap, Por Sen Chey, Phnom Penh",Kakap,Por Sen Chey,Phnom Penh,
242538,Land for Sale in Kouk Roka,Land/Development,6/5/2024,13/05/2024,N/A,N/A,1000,N/A,N/A,2018,N/A,$500.0/m¬≤,"Kouk Roka, Prek Pnov, Phnom Penh",Kouk Roka,Prek Pnov,Phnom Penh,
242517,"2 Bed, 2 Bath Condo for Sale in Olympia City",Condo,3/5/2024,6/5/2024,2,2,N/A,197,20,2019,N/A,"$350,000 ","Veal Vong, 7 Makara, Phnom Penh",Veal Vong,7 Makara,Phnom Penh,"Car Parking, Common Area, Garden, Gym/Fitness Center, Lift / Elevator, On main road, Playground, Swimming Pool, Backup Electricity / Generator"
242511,"1 Bed, 1 Bath Condo for Sale & Rent in Mekong View Tower 6",Condo,3/5/2024,30/05/2024,1,1,N/A,65,15,2020,N/A,"$88,000 ","Chenda Keo, Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
242510,"1 Bed, 1 Bath Condo for Sale in Phnom Penh Thmey",Condo,3/5/2024,6/5/2024,1,1,N/A,56,9,2020,N/A,"$85,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,"Gym/Fitness Center, Lift / Elevator, Swimming Pool"
