property_id,property_name,property_types,listed_date,updated_date,bedrooms,bathrooms,land_area,floor_area,floor_level,completion_year,facing,price,address,commune,district,city,amenities
247210,"1 Bed, 1 Bath Condo for Sale & Rent in Diamond Twin Tower",Condo,3/12/2024,11/12/2024,1,1,51,N/A,9,2018,N/A,"$90,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, On main road, Swimming Pool"
247030,"1 Bed, 1 Bath Condo for Sale in Time Square 306",Condo,25/11/2024,26/11/2024,1,1,N/A,56,14,2025,W/N,"$106,000 ","306, BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
246719,"4 Bed, 4 Bath House for Sale in Preaek Lieb",House,6/11/2024,4/12/2024,4,4,660,N/A,N/A,2025,E/S,"$700,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Garden, Non-Flooding, Swimming Pool"
246673,"4 Bed, 5 Bath Twin Villa for Sale in Borey Peng Huoth : The Star Diamond",Twin Villa,4/11/2024,19/12/2024,4,5,200,216,N/A,2025,S,"$360,000 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
245970,"1 Bed, 1 Bath Condo for Sale in Golden One Residence",Condo,23/09/2024,8/1/2025,1,1,45,N/A,13,2021,N/A,"$70,000 ","Toul Svay Prey 1, Chamkarmon, Phnom Penh",Toul Svay Prey 1,Chamkarmon,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Swimming Pool"
245872,"5 Bed, 7 Bath Villa for Sale in Veal Sbov",Villa,18/09/2024,8/1/2025,5,7,835,645,N/A,2021,E/S,"$2,000,000 ","Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,"Car Parking, Non-Flooding, Swimming Pool"
241393,"4 Bed, 5 Bath Flat for Sale in Chaom Chau",Flat,18/03/2024,27/06/2024,4,5,106,N/A,3,2021,N/A,"$65,000 ","Chaom Chau, Por Sen Chey, Phnom Penh",Chaom Chau,Por Sen Chey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
241392,"4 Bed, 5 Bath Flat for Sale in Chaom Chau",Flat,18/03/2024,27/06/2024,4,5,112,N/A,2,2021,N/A,"$78,000 ","Chaom Chau, Por Sen Chey, Phnom Penh",Chaom Chau,Por Sen Chey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
241351,"2 Bed, 1 Bath Apartment for Sale & Rent in Precious Ruby Apartment",Apartment,15/03/2024,11/12/2024,2,1,N/A,68,6,2017,N/A,"$125,000 ","BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
240720,"1 Bed, 1 Bath Condo for Sale in Urban Village Phase 2",Condo,26/02/2024,4/4/2024,1,1,N/A,44,18,2024,N/A,"$85,000 ","Chak Angrae Leu, Meanchey, Phnom Penh",Chak Angrae Leu,Meanchey,Phnom Penh,"Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool"
240206,"1 Bed, 1 Bath Condo for Sale in BKK 1",Condo,6/2/2024,1/3/2024,1,1,N/A,61,9,2024,N/A,"$213,500 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Lift / Elevator, Non-Flooding, Swimming Pool"
239619,"3 Bed, 4 Bath Villa for Sale in Spean Thma",Villa,17/01/2024,13/06/2024,3,4,308,175,3,2024,S,"$162,000 ","Spean Thma, Dangkao, Phnom Penh",Spean Thma,Dangkao,Phnom Penh,"Car Parking, Non-Flooding"
236155,"1 Bed, 1 Bath Condo for Sale in Urban Village Phase 2",Condo,11/9/2023,11/6/2024,1,1,N/A,54,30,2024,S/W,"$98,000 ","Chak Angrae Leu, Meanchey, Phnom Penh",Chak Angrae Leu,Meanchey,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Playground, Sports Facilities, Swimming Pool, Backup Electricity / Generator"
142696,"2 Bed, 2 Bath Condo for Sale in PS Crystal Condominium",Condo,28/07/2020,13/03/2024,2,2,N/A,107,7,2024,E,"$145,000 ","Boeung Tumpun, Meanchey, Phnom Penh",Boeung Tumpun,Meanchey,Phnom Penh,"Car Parking, Common Area, Garden, Gym/Fitness Center, Jacuzzi, Lift / Elevator, Non-Flooding, Playground, Sauna, Sports Facilities, Swimming Pool, Backup Electricity / Generator"
232517,1 Bath Condo for Sale in Boeung Kak 1,Condo,9/6/2023,5/7/2024,N/A,1,N/A,40,6,2024,S,"$53,000 ","Boeung Kak 1, Toul Kork, Phnom Penh",Boeung Kak 1,Toul Kork,Phnom Penh,"Commercial area, Lift / Elevator, Non-Flooding, On main road"
232350,"2 Bed, 1 Bath Condo for Sale in Urban Village Phase 1",Condo,5/6/2023,17/12/2024,2,1,N/A,70,9,2020,E/S,"$90,000 ","Blvd. Samdach Hun Sen, Chak Angrae Leu, Meanchey, Phnom Penh",Chak Angrae Leu,Meanchey,Phnom Penh,"Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
231424,"3 Bed, 5 Bath Penthouse for Sale in Ream",Penthouse,22/05/2023,13/03/2024,3,5,N/A,703,17,2020,N/A,"$1,150,000 ","Ream, Prey Nob, Sihanoukville",Ream,Prey Nob,Sihanoukville,"Car Parking, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Playground, Swimming Pool, Backup Electricity / Generator"
222182,"1 Bed, 1 Bath Condo for Sale in Tuek Thla",Condo,22/11/2022,29/01/2024,1,1,N/A,N/A,N/A,2020,S,"$85,000 ","Tuek Thla, Sen Sok, Phnom Penh",Tuek Thla,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Playground, Sports Facilities, Swimming Pool, Backup Electricity / Generator"
195289,Land for Sale in Sangkat Muoy,Land/Development,31/10/2021,10/12/2024,N/A,N/A,1029,N/A,N/A,2020,N/A,"$236,000 ","Phum 2, Sangkat Muoy, Sihanoukville, Sihanoukville",Sangkat Muoy,Sihanoukville,Sihanoukville,
247931,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Lieb",Twin Villa,9/1/2025,9/1/2025,4,5,N/A,N/A,N/A,2020,S,"$170,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,
247920,"8 Bed, 9 Bath Villa for Sale in Chrang Chamres I",Villa,9/1/2025,9/1/2025,8,9,N/A,N/A,N/A,2020,N/A,"$425,000 ","Chrang Chamres I, Russey Keo, Phnom Penh",Chrang Chamres I,Russey Keo,Phnom Penh,Car Parking
247905,"1 Bed, 1 Bath Serviced Apartment for Sale in Toul Svay Prey 1",ServicedApartment,8/1/2025,8/1/2025,1,1,N/A,40,8,2020,N/A,"$73,000 ","Toul Svay Prey 1, Chamkarmon, Phnom Penh",Toul Svay Prey 1,Chamkarmon,Phnom Penh,
247901,"1 Bed, 1 Bath Apartment for Sale in Chroy Changvar",Apartment,8/1/2025,8/1/2025,1,1,N/A,63,9,2020,N/A,"$70,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247895,"3 Bed, 4 Bath Flat for Sale in Toul Tum Poung 1",Flat,8/1/2025,8/1/2025,3,4,N/A,N/A,2,2020,N/A,"$430,000 ","Toul Tum Poung 1, Chamkarmon, Phnom Penh",Toul Tum Poung 1,Chamkarmon,Phnom Penh,
247892,"1 Bed, 1 Bath Condo for Sale in Mekong View Tower 2",Condo,8/1/2025,9/1/2025,1,1,N/A,63,8,2020,N/A,"$70,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
247891,"1 Bed, 1 Bath Condo for Sale in Mekong View Tower 2",Condo,8/1/2025,9/1/2025,1,1,N/A,63,7,2020,N/A,"$70,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
247890,Land for Sale in Chroy Changvar,Land/Development,8/1/2025,8/1/2025,N/A,N/A,954,N/A,N/A,2020,N/A,"$1,500.0/m¬≤","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247889,"1 Bed, 1 Bath Condo for Sale in Chroy Changvar",Condo,8/1/2025,9/1/2025,1,1,N/A,62,12,2020,N/A,"$64,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
247888,"6 Bed, 4 Bath House for Sale in Toul Tum Poung 1",House,8/1/2025,8/1/2025,6,4,92,196,N/A,2020,N/A,"$350,000 ","Toul Tum Poung 1, Chamkarmon, Phnom Penh",Toul Tum Poung 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247877,"7 Bed, 8 Bath Villa for Sale & Rent in Preaek Lieb",Villa,6/1/2025,7/1/2025,7,8,578,388,N/A,2020,S/W,"$850,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247876,"4 Bed, 5 Bath Link House for Sale in Phnom Penh Park",Unit,6/1/2025,7/1/2025,4,5,107,201,N/A,2021,E/S,"$190,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247875,"4 Bed, 6 Bath Twin Villa for Sale & Rent in Preaek Ta Sek",Twin Villa,6/1/2025,8/1/2025,4,6,210,336,N/A,2021,N/A,"$300,000 ","Preaek Ta Sek, Chroy Changvar, Phnom Penh",Preaek Ta Sek,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247865,"4 Bed, 5 Bath Link House for Sale in Chak Angrae Kraom",Unit,6/1/2025,6/1/2025,4,5,144,198,N/A,2021,W,"$375,000 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247843,"1 Bed, 1 Bath Condo for Sale in Agile Sky Residence",Condo,3/1/2025,6/1/2025,1,1,N/A,56,9,2022,W,"$99,980 ","Preah Monivong BLVD (93) 456, BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
247842,"2 Bed, 2 Bath Condo for Sale in J Tower 2 Condominium",Condo,3/1/2025,6/1/2025,2,2,N/A,65,17,2022,N,"$180,000 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Playground, Swimming Pool, Backup Electricity / Generator"
247838,"2 Bed, 2 Bath Condo for Sale & Rent in The Skyline",Condo,3/1/2025,6/1/2025,2,2,N/A,77,15,2022,N/A,"$180,000 ","Veal Vong, 7 Makara, Phnom Penh",Veal Vong,7 Makara,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, On main road, Swimming Pool, Backup Electricity / Generator"
247837,"1 Bed, 1 Bath Condo for Sale in The Skyline",Condo,3/1/2025,3/1/2025,1,1,N/A,77,17,2022,N/A,"$70,000 ","Veal Vong, 7 Makara, Phnom Penh",Veal Vong,7 Makara,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
247796,"1 Bed, 1 Bath Condo for Sale in BKK 1",Condo,2/1/2025,2/1/2025,1,1,60,45,N/A,2022,N/A,"$166,066 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,
247794,"1 Bed, 1 Bath Condo for Sale in BKK 1",Condo,2/1/2025,2/1/2025,1,1,39,29,N/A,2022,N/A,"$121,358 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,
247761,"6 Bed, 6 Bath Shophouse for Sale in Tumnob Tuek",Shophouse,27/12/2024,27/12/2024,6,6,N/A,N/A,N/A,2022,W,"$380,000 ","Tumnob Tuek, Chamkarmon, Phnom Penh",Tumnob Tuek,Chamkarmon,Phnom Penh,
247758,"1 Bed, 1 Bath Condo for Sale in Russey Keo",Condo,27/12/2024,27/12/2024,1,1,N/A,59,12,2022,N/A,"$50,000 ","Russey Keo, Russey Keo, Phnom Penh",Russey Keo,Russey Keo,Phnom Penh,
247755,"4 Bed, 3 Bath Condo for Sale in Tonle Bassac",Condo,27/12/2024,27/12/2024,4,3,N/A,150,12,2022,N/A,"$420,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Lift / Elevator, Non-Flooding, Backup Electricity / Generator"
247752,"2 Bed, 3 Bath Twin Villa for Sale in Bak Kaeng",Twin Villa,27/12/2024,27/12/2024,2,3,84,N/A,N/A,2022,N/A,"$79,800 ","Bak Kaeng, Chroy Changvar, Phnom Penh",Bak Kaeng,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247738,"2 Bed, 3 Bath Shophouse for Sale in BKK 3",Shophouse,26/12/2024,26/12/2024,2,3,N/A,N/A,N/A,2022,S,"$380,000 ","BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,
247736,Land for Sale in Akreiy Ksatr,Land/Development,26/12/2024,26/12/2024,N/A,N/A,9425,N/A,N/A,2022,N/A,"$838,825 ","Akreiy Ksatr, Lvea Aem, Kandal",Akreiy Ksatr,Lvea Aem,Kandal,
247723,"4 Bed, 5 Bath Twin Villa for Sale & Rent in Phnom Penh Thmey",Twin Villa,25/12/2024,25/12/2024,4,5,N/A,N/A,N/A,2022,S,"$39,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,
247701,"1 Bed, 1 Bath Studio for Sale in Chroy Changvar",Studio,25/12/2024,25/12/2024,1,1,N/A,47,19,2022,N/A,"$79,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247674,"4 Bed, 5 Bath Link House for Sale & Rent in Tonle Bassac",Unit,24/12/2024,24/12/2024,4,5,N/A,N/A,N/A,2022,N/A,"$360,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,
247668,Land for Sale in Bet Trang,Land/Development,24/12/2024,24/12/2024,N/A,N/A,3000,N/A,N/A,2022,N/A,$350.0/m²,"Bet Trang, Prey Nob, Sihanoukville",Bet Trang,Prey Nob,Sihanoukville,
247662,"3 Bed, 2 Bath Condo for Sale in J Tower 3 Condominium",Condo,24/12/2024,27/12/2024,3,2,N/A,166,12,2028,N/A,"$364,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Jacuzzi, Lift / Elevator, Non-Flooding, Playground, Sauna, Swimming Pool, Backup Electricity / Generator"
247656,"4 Bed, 5 Bath Villa for Sale in Phnom Penh Thmey",Villa,24/12/2024,24/12/2024,4,5,N/A,N/A,N/A,2028,N,"$220,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,
247644,"3 Bed, 3 Bath Shophouse for Sale in Phsar Thmei III",Shophouse,23/12/2024,24/12/2024,3,3,N/A,N/A,2,2028,N/A,"$350,000 ","Phsar Thmei III, Daun Penh, Phnom Penh",Phsar Thmei III,Daun Penh,Phnom Penh,
247643,"2 Bed, 2 Bath Condo for Sale in Chroy Changvar",Condo,23/12/2024,24/12/2024,2,2,N/A,107,17,2028,N/A,"$180,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247642,"2 Bed, 2 Bath Condo for Sale in Boeung Kak 2",Condo,23/12/2024,24/12/2024,2,2,N/A,97,6,2028,N/A,"$126,750 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,
247626,"1 Bed, 1 Bath Condo for Sale in Rose Apple Square",Condo,23/12/2024,9/1/2025,1,1,N/A,47,6,2023,N/A,"$155,000 ","Svay Dankum, Siem Reap, Siem Reap",Svay Dankum,Siem Reap,Siem Reap,"Car Parking, Commercial area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
247577,"4 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,24/12/2024,4,4,92,192,N/A,2023,N/E,"$250,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247576,"4 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,25/12/2024,4,4,92,192,N/A,2023,N,"$170,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247575,"5 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,25/12/2024,5,4,N/A,N/A,2,2023,N,"$165,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,
247574,"4 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,25/12/2024,4,4,N/A,N/A,2,2023,S,"$160,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,
247573,"4 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,25/12/2024,4,4,92,128,N/A,2023,S,"$160,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247572,"5 Bed, 4 Bath Flat House for Sale in Tuek L'ak 3",Retreat,21/12/2024,24/12/2024,5,4,N/A,N/A,2,2023,S,"$150,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,
247571,"4 Bed, 5 Bath Flat House for Sale & Rent in Tuek L'ak 3",Retreat,21/12/2024,24/12/2024,4,5,N/A,N/A,2,2023,N/E,"$150,000 ","Tuek L'ak 3, Toul Kork, Phnom Penh",Tuek L'ak 3,Toul Kork,Phnom Penh,
247570,"4 Bed, 5 Bath Villa for Sale & Rent in Phnom Penh Thmey",Villa,20/12/2024,23/12/2024,4,5,N/A,N/A,N/A,2023,S,"$270,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,
247563,"10 Bed, 12 Bath Shophouse for Sale in Chroy Changvar",Shophouse,20/12/2024,20/12/2024,10,12,N/A,N/A,3,2023,N/E,"$860,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247552,"4 Bed, 5 Bath Villa for Sale & Rent in Phnom Penh Thmey",Villa,20/12/2024,20/12/2024,4,5,N/A,N/A,N/A,2023,W,"$245,000 ","Phnom Penh Thmey, Sen Sok, Phnom Penh",Phnom Penh Thmey,Sen Sok,Phnom Penh,
247504,"4 Bed, 6 Bath Shophouse for Sale & Rent in Phsar Chas",Shophouse,18/12/2024,20/12/2024,4,6,N/A,N/A,5,2023,N/A,"$990,000 ","Phsar Chas, Daun Penh, Phnom Penh",Phsar Chas,Daun Penh,Phnom Penh,
247488,"3 Bed, 3 Bath Condo for Sale in The Peninsula Private Residences",Condo,17/12/2024,23/12/2024,3,3,N/A,148,8,2022,S,"$230,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Common Area, Garden, Gym/Fitness Center, Jacuzzi, Lift / Elevator, Non-Flooding, On main road, Sauna, Swimming Pool, Backup Electricity / Generator"
247475,"1 Bed, 1 Bath Studio for Sale & Rent in Boeung Kak 2",Studio,16/12/2024,17/12/2024,1,1,N/A,71,14,2022,N/A,"$92,625 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
247435,"8 Bed, 12 Bath Villa for Sale & Rent in Chak Angrae Kraom",Villa,13/12/2024,16/12/2024,8,12,N/A,N/A,3,2022,S,"$350,000 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,
247433,"1 Bed, 1 Bath Condo for Sale in Chroy Changvar",Condo,13/12/2024,16/12/2024,1,1,N/A,53,6,2022,N/A,"$40,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,
247431,Land for Sale in Tuol Sangkae 1,Land/Development,13/12/2024,16/12/2024,N/A,N/A,11817,N/A,N/A,2022,N/A,"$20,000,000 ","Tuol Sangkae 1, Russey Keo, Phnom Penh",Tuol Sangkae 1,Russey Keo,Phnom Penh,
247430,"1 Bed, 1 Bath Studio for Sale & Rent in BKK 1",Studio,13/12/2024,16/12/2024,1,1,N/A,52,16,2022,N/A,"$72,000 ","BKK 1, Chamkarmon, Phnom Penh",BKK 1,Chamkarmon,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Swimming Pool, Backup Electricity / Generator"
247423,"8 Bed, 8 Bath Villa for Sale & Rent in Boeung Kak 2",Villa,13/12/2024,20/12/2024,8,8,600,896,N/A,2022,N/A,"$3,500,000 ","Boeung Kak 2, Toul Kork, Phnom Penh",Boeung Kak 2,Toul Kork,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247421,"4 Bed, 5 Bath Villa for Sale in Preaek Lieb",Villa,13/12/2024,13/12/2024,4,5,N/A,N/A,3,2022,W,"$190,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,
247420,"4 Bed, 5 Bath Link House for Sale in Preaek Lieb",Unit,13/12/2024,17/12/2024,4,5,126,225,N/A,2022,W,"$210,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247418,"4 Bed, 5 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Romance",Villa,13/12/2024,13/12/2024,4,5,N/A,N/A,3,2022,N,"$148,000 ","Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,
247411,"4 Bed, 5 Bath Villa for Sale in Borey Peng Huoth: The Star Platinum Eco Delta",Villa,12/12/2024,12/12/2024,4,5,N/A,N/A,3,2022,N,"$305,000 ","Veal Sbov, Chbar Ampov, Phnom Penh",Veal Sbov,Chbar Ampov,Phnom Penh,
247399,"1 Bed, 1 Bath Studio for Sale in Wealth Mansion",Studio,12/12/2024,12/12/2024,1,1,N/A,35,17,2024,N/A,"$130,000 ","Chroy Changvar, Chroy Changvar, Phnom Penh",Chroy Changvar,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
247398,"1 Bed, 1 Bath Studio for Sale in The Penthouse Residence",Studio,12/12/2024,12/12/2024,1,1,N/A,36,27,2020,N/A,"$130,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Commercial area, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Sauna, Swimming Pool, Backup Electricity / Generator"
247396,"1 Bed, 1 Bath Apartment for Sale in Tonle Bassac",Apartment,12/12/2024,12/12/2024,1,1,N/A,42,35,2020,N/A,"$160,000 ","Tonle Bassac, Chamkarmon, Phnom Penh",Tonle Bassac,Chamkarmon,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
247376,Land for Sale in Kep,Land/Development,11/12/2024,11/12/2024,N/A,N/A,800,N/A,N/A,2020,N/A,"$800,000 ","Kep, Kep, Kep",Kep,Kep,Kep,
247362,"1 Bed, 1 Bath Studio for Sale in Orkide The Royal Condominium",Studio,10/12/2024,17/12/2024,1,1,N/A,34,12,2021,N/A,"$41,000 ","Ou Baek K'am, Sen Sok, Phnom Penh",Ou Baek K'am,Sen Sok,Phnom Penh,"Car Parking, Commercial area, Garden, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool"
247344,"5 Bed, 6 Bath Twin Villa for Sale in Borey Peng Huoth: The Star Platinum Euro Ville",Twin Villa,10/12/2024,10/12/2024,5,6,187,270,N/A,2021,S/W,"$290,000 ","Nirouth, Chbar Ampov, Phnom Penh",Nirouth,Chbar Ampov,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247337,"4 Bed, 5 Bath Twin Villa for Sale in Preaek Lieb",Twin Villa,9/12/2024,10/12/2024,4,5,210,252,N/A,2021,N,"$255,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,"Car Parking, Commercial area, Non-Flooding"
247335,"5 Bed, 8 Bath Villa for Sale in Preaek Lieb",Villa,9/12/2024,10/12/2024,5,8,N/A,N/A,3,2021,W/N,"$650,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,
247334,"6 Bed, 9 Bath Villa for Sale in Preaek Lieb",Villa,9/12/2024,10/12/2024,6,9,N/A,N/A,3,2021,N,"$1,200,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,
247333,"10 Bed, 13 Bath Shophouse for Sale in Preaek Lieb",Shophouse,9/12/2024,10/12/2024,10,13,N/A,N/A,5,2021,S,"$700,000 ","Preaek Lieb, Chroy Changvar, Phnom Penh",Preaek Lieb,Chroy Changvar,Phnom Penh,
247330,Land for Sale in Chak Angrae Kraom,Land/Development,9/12/2024,14/12/2024,N/A,N/A,18774,N/A,N/A,2021,N/A,"$35,670,600 ","Chak Angrae Kraom, Meanchey, Phnom Penh",Chak Angrae Kraom,Meanchey,Phnom Penh,
247327,"1 Bed, 1 Bath Condo for Sale in Agile Sky Residence",Condo,9/12/2024,10/12/2024,1,1,N/A,56,38,2022,W,"$99,000 ","Preah Monivong BLVD (93) 456, BKK 3, Chamkarmon, Phnom Penh",BKK 3,Chamkarmon,Phnom Penh,"Car Parking, Gym/Fitness Center, Lift / Elevator, Non-Flooding, Swimming Pool, Backup Electricity / Generator"
